,Unnamed: 0,pathname,class,mode
2470,2470,currencyDataset/5000_front/IMG20220208014902.jpg,5000_front,train
2924,2924,currencyDataset/500_front/IMG20211228122407.jpg,500_front,train
3310,3310,currencyDataset/50_back/IMG20211228221145.jpg,50_back,train
1713,1713,currencyDataset/20_back/IMG20211230001759.jpg,20_back,train
1016,1016,currencyDataset/100_front/IMG20220218163944.jpg,100_front,train
393,393,currencyDataset/1000_front/IMG20220209114652.jpg,1000_front,train
672,672,currencyDataset/100_back/IMG20220212164200.jpg,100_back,train
1711,1711,currencyDataset/20_back/IMG20211230001753.jpg,20_back,train
1292,1292,currencyDataset/10_back/IMG20220218170438.jpg,10_back,train
1668,1668,currencyDataset/20_back/IMG20211229000638.jpg,20_back,train
1634,1634,currencyDataset/20_back/IMG20211228222148.jpg,20_back,train
128,128,currencyDataset/1000_back/IMG20211229235720.jpg,1000_back,train
3012,3012,currencyDataset/500_front/IMG20211228233412.jpg,500_front,train
879,879,currencyDataset/100_front/IMG20211230002618.jpg,100_front,train
1957,1957,currencyDataset/20_front/IMG20211229225952.jpg,20_front,train
2778,2778,currencyDataset/500_back/IMG20211229232201.jpg,500_back,train
1146,1146,currencyDataset/10_back/IMG20211229231025.jpg,10_back,train
1170,1170,currencyDataset/10_back/IMG20211229231213.jpg,10_back,train
1851,1851,currencyDataset/20_front/IMG20211228115139.jpg,20_front,train
390,390,currencyDataset/1000_front/IMG20211229235535.jpg,1000_front,train
491,491,currencyDataset/100_back/IMG20211228220354.jpg,100_back,train
2530,2530,currencyDataset/5000_front/IMG20220212170109.jpg,5000_front,train
1680,1680,currencyDataset/20_back/IMG20211229230116.jpg,20_back,train
1541,1541,currencyDataset/10_front/IMG20220215122403.jpg,10_front,train
1167,1167,currencyDataset/10_back/IMG20211229231205.jpg,10_back,train
2612,2612,currencyDataset/500_back/IMG20211228104927.jpg,500_back,train
773,773,currencyDataset/100_front/IMG20211228215729.jpg,100_front,train
130,130,currencyDataset/1000_back/IMG20211229235726.jpg,1000_back,train
700,700,currencyDataset/100_back/IMG20220215121545.jpg,100_back,train
1739,1739,currencyDataset/20_back/IMG20220212162910.jpg,20_back,train
35,35,currencyDataset/1000_back/IMG20211228231811.jpg,1000_back,train
1192,1192,currencyDataset/10_back/IMG20211230000841.jpg,10_back,train
2834,2834,currencyDataset/500_back/IMG20220218161920.jpg,500_back,train
3081,3081,currencyDataset/500_front/IMG20211229234553.jpg,500_front,train
262,262,currencyDataset/1000_front/IMG20211228225319.jpg,1000_front,train
961,961,currencyDataset/100_front/IMG20220215120649.jpg,100_front,train
892,892,currencyDataset/100_front/IMG20211230002721.jpg,100_front,train
2367,2367,currencyDataset/5000_front/IMG20211228012655.jpg,5000_front,train
483,483,currencyDataset/100_back/IMG20211228220315.jpg,100_back,train
2175,2175,currencyDataset/5000_back/IMG20211228235012.jpg,5000_back,train
582,582,currencyDataset/100_back/IMG20211229233054.jpg,100_back,train
995,995,currencyDataset/100_front/IMG20220218163720.jpg,100_front,train
2249,2249,currencyDataset/5000_back/IMG20220212170356.jpg,5000_back,train
2096,2096,currencyDataset/5000_back/IMG20211228012911.jpg,5000_back,train
1002,1002,currencyDataset/100_front/IMG20220218163800.jpg,100_front,train
893,893,currencyDataset/100_front/IMG20211230002726.jpg,100_front,train
1752,1752,currencyDataset/20_back/IMG20220212163143.jpg,20_back,train
3095,3095,currencyDataset/500_front/IMG20220218161628.jpg,500_front,train
151,151,currencyDataset/1000_back/IMG20220209115015.jpg,1000_back,train
880,880,currencyDataset/100_front/IMG20211230002622.jpg,100_front,train
2794,2794,currencyDataset/500_back/IMG20211229234800.jpg,500_back,train
2023,2023,currencyDataset/20_front/IMG20220215115609.jpg,20_front,train
1330,1330,currencyDataset/10_front/IMG20211228223514.jpg,10_front,train
1534,1534,currencyDataset/10_front/IMG20220215122237.jpg,10_front,train
852,852,currencyDataset/100_front/IMG20211229232543.jpg,100_front,train
3482,3482,currencyDataset/50_front/IMG20211228003319.jpg,50_front,train
3019,3019,currencyDataset/500_front/IMG20211229231635.jpg,500_front,train
2694,2694,currencyDataset/500_back/IMG20211228223134.jpg,500_back,train
776,776,currencyDataset/100_front/IMG20211228215830.jpg,100_front,train
1321,1321,currencyDataset/10_front/IMG20211228223441.jpg,10_front,train
2605,2605,currencyDataset/500_back/IMG20211228104840.jpg,500_back,train
2282,2282,currencyDataset/5000_back/IMG20220212171351.jpg,5000_back,train
1034,1034,currencyDataset/10_back/IMG20211228223720.jpg,10_back,train
3367,3367,currencyDataset/50_back/IMG20220212165457.jpg,50_back,train
2629,2629,currencyDataset/500_back/IMG20211228122606.jpg,500_back,train
988,988,currencyDataset/100_front/IMG20220215121127.jpg,100_front,train
1657,1657,currencyDataset/20_back/IMG20211229000546.jpg,20_back,train
2874,2874,currencyDataset/500_front/IMG20211228104201.jpg,500_front,train
1618,1618,currencyDataset/20_back/IMG20211228221957.jpg,20_back,train
1675,1675,currencyDataset/20_back/IMG20211229000703.jpg,20_back,train
2726,2726,currencyDataset/500_back/IMG20211228224845.jpg,500_back,train
2028,2028,currencyDataset/20_front/IMG20220215115717.jpg,20_front,train
2997,2997,currencyDataset/500_front/IMG20211228233243.jpg,500_front,train
3197,3197,currencyDataset/50_back/IMG20211228002319.jpg,50_back,train
896,896,currencyDataset/100_front/IMG20211230002742.jpg,100_front,train
1326,1326,currencyDataset/10_front/IMG20211228223504.jpg,10_front,train
630,630,currencyDataset/100_back/IMG20220209113031.jpg,100_back,train
1449,1449,currencyDataset/10_front/IMG20211229230910.jpg,10_front,train
901,901,currencyDataset/100_front/IMG20211230002821.jpg,100_front,train
2806,2806,currencyDataset/500_back/IMG20211229234912.jpg,500_back,train
1654,1654,currencyDataset/20_back/IMG20211229000520.jpg,20_back,train
378,378,currencyDataset/1000_front/IMG20211229235427.jpg,1000_front,train
803,803,currencyDataset/100_front/IMG20211228232635.jpg,100_front,train
1129,1129,currencyDataset/10_back/IMG20211229002323.jpg,10_back,train
2226,2226,currencyDataset/5000_back/IMG20220209122012.jpg,5000_back,train
1217,1217,currencyDataset/10_back/IMG20220209114222.jpg,10_back,train
2088,2088,currencyDataset/5000_back/IMG20211228012839.jpg,5000_back,train
2777,2777,currencyDataset/500_back/IMG20211229232159.jpg,500_back,train
1795,1795,currencyDataset/20_back/IMG20220215120339.jpg,20_back,train
2594,2594,currencyDataset/5000_front/IMG20220218162925.jpg,5000_front,train
315,315,currencyDataset/1000_front/IMG20211229001123.jpg,1000_front,train
2435,2435,currencyDataset/5000_front/IMG20211228234640.jpg,5000_front,train
3304,3304,currencyDataset/50_back/IMG20211228221129.jpg,50_back,train
2757,2757,currencyDataset/500_back/IMG20211228233731.jpg,500_back,train
1498,1498,currencyDataset/10_front/IMG20220209113826.jpg,10_front,train
159,159,currencyDataset/1000_back/IMG20220209115130.jpg,1000_back,train
3564,3564,currencyDataset/50_front/IMG20220209120233.jpg,50_front,train
2389,2389,currencyDataset/5000_front/IMG20211228013841.jpg,5000_front,train
127,127,currencyDataset/1000_back/IMG20211229235717.jpg,1000_back,train
1335,1335,currencyDataset/10_front/IMG20211228225820.jpg,10_front,train
215,215,currencyDataset/1000_back/IMG20220218160842.jpg,1000_back,train
2417,2417,currencyDataset/5000_front/IMG20211228234525.jpg,5000_front,train
2392,2392,currencyDataset/5000_front/IMG20211228013851.jpg,5000_front,train
3529,3529,currencyDataset/50_front/IMG20211228220603.jpg,50_front,train
2452,2452,currencyDataset/5000_front/IMG20220208014748.jpg,5000_front,train
797,797,currencyDataset/100_front/IMG20211228232613.jpg,100_front,train
708,708,currencyDataset/100_back/IMG20220215121619.jpg,100_back,train
3432,3432,currencyDataset/50_front/IMG20211228001755.jpg,50_front,train
3221,3221,currencyDataset/50_back/IMG20211228003442.jpg,50_back,train
1294,1294,currencyDataset/10_back/IMG20220218170450.jpg,10_back,train
3598,3598,currencyDataset/50_front/IMG20220212164802.jpg,50_front,train
1530,1530,currencyDataset/10_front/IMG20220215122151.jpg,10_front,train
1706,1706,currencyDataset/20_back/IMG20211229230330.jpg,20_back,train
1871,1871,currencyDataset/20_front/IMG20211228221329.jpg,20_front,train
1137,1137,currencyDataset/10_back/IMG20211229002412.jpg,10_back,train
518,518,currencyDataset/100_back/IMG20211228233005.jpg,100_back,train
2350,2350,currencyDataset/5000_front/IMG20211228012438.jpg,5000_front,train
910,910,currencyDataset/100_front/IMG20220209112625.jpg,100_front,train
1855,1855,currencyDataset/20_front/IMG20211228115155.jpg,20_front,train
577,577,currencyDataset/100_back/IMG20211229233038.jpg,100_back,train
3109,3109,currencyDataset/500_front/IMG20220218161753.jpg,500_front,train
1810,1810,currencyDataset/20_back/IMG20220218165212.jpg,20_back,train
3380,3380,currencyDataset/50_front/IMG20211224211544.jpg,50_front,train
1267,1267,currencyDataset/10_back/IMG20220215122956.jpg,10_back,train
341,341,currencyDataset/1000_front/IMG20211229233634.jpg,1000_front,train
78,78,currencyDataset/1000_back/IMG20211229001451.jpg,1000_back,train
1332,1332,currencyDataset/10_front/IMG20211228223518.jpg,10_front,train
1832,1832,currencyDataset/20_front/IMG20211228114838.jpg,20_front,train
2114,2114,currencyDataset/5000_back/IMG20211228013310.jpg,5000_back,train
3126,3126,currencyDataset/50_back/IMG20211227235336.jpg,50_back,train
2472,2472,currencyDataset/5000_front/IMG20220209121420.jpg,5000_front,train
2856,2856,currencyDataset/500_front/IMG20211228103936.jpg,500_front,train
2222,2222,currencyDataset/5000_back/IMG20220209121954.jpg,5000_back,train
1171,1171,currencyDataset/10_back/IMG20211229231216.jpg,10_back,train
1495,1495,currencyDataset/10_front/IMG20220209113810.jpg,10_front,train
197,197,currencyDataset/1000_back/IMG20220212173130.jpg,1000_back,train
687,687,currencyDataset/100_back/IMG20220215121420.jpg,100_back,train
2106,2106,currencyDataset/5000_back/IMG20211228013049.jpg,5000_back,train
2245,2245,currencyDataset/5000_back/IMG20220212170322.jpg,5000_back,train
2073,2073,currencyDataset/20_front/IMG20220218165037.jpg,20_front,train
323,323,currencyDataset/1000_front/IMG20211229001212.jpg,1000_front,train
86,86,currencyDataset/1000_back/IMG20211229001556.jpg,1000_back,train
620,620,currencyDataset/100_back/IMG20211230003106.jpg,100_back,train
616,616,currencyDataset/100_back/IMG20211230003045.jpg,100_back,train
2877,2877,currencyDataset/500_front/IMG20211228104353.jpg,500_front,train
2013,2013,currencyDataset/20_front/IMG20220212162811.jpg,20_front,train
2440,2440,currencyDataset/5000_front/IMG20220208014653.jpg,5000_front,train
1899,1899,currencyDataset/20_front/IMG20211228233932.jpg,20_front,train
3537,3537,currencyDataset/50_front/IMG20211228220710.jpg,50_front,train
3347,3347,currencyDataset/50_back/IMG20220212165142.jpg,50_back,train
414,414,currencyDataset/1000_front/IMG20220209114829.jpg,1000_front,train
3233,3233,currencyDataset/50_back/IMG20211228003719.jpg,50_back,train
2089,2089,currencyDataset/5000_back/IMG20211228012841.jpg,5000_back,train
3085,3085,currencyDataset/500_front/IMG20220218161557.jpg,500_front,train
1780,1780,currencyDataset/20_back/IMG20220215120235.jpg,20_back,train
85,85,currencyDataset/1000_back/IMG20211229001554.jpg,1000_back,train
513,513,currencyDataset/100_back/IMG20211228232947.jpg,100_back,train
189,189,currencyDataset/1000_back/IMG20220212173001.jpg,1000_back,train
2608,2608,currencyDataset/500_back/IMG20211228104851.jpg,500_back,train
1496,1496,currencyDataset/10_front/IMG20220209113816.jpg,10_front,train
1457,1457,currencyDataset/10_front/IMG20211230000225.jpg,10_front,train
1206,1206,currencyDataset/10_back/IMG20211230001002.jpg,10_back,train
1835,1835,currencyDataset/20_front/IMG20211228114851.jpg,20_front,train
1640,1640,currencyDataset/20_back/IMG20211228222234.jpg,20_back,train
2693,2693,currencyDataset/500_back/IMG20211228223131.jpg,500_back,train
721,721,currencyDataset/100_back/IMG20220218164104.jpg,100_back,train
1902,1902,currencyDataset/20_front/IMG20211228233942.jpg,20_front,train
1448,1448,currencyDataset/10_front/IMG20211229230907.jpg,10_front,train
2405,2405,currencyDataset/5000_front/IMG20211228013953.jpg,5000_front,train
1883,1883,currencyDataset/20_front/IMG20211228221426.jpg,20_front,train
1562,1562,currencyDataset/10_front/IMG20220218170036.jpg,10_front,train
2369,2369,currencyDataset/5000_front/IMG20211228012701.jpg,5000_front,train
688,688,currencyDataset/100_back/IMG20220215121435.jpg,100_back,train
172,172,currencyDataset/1000_back/IMG20220209115224.jpg,1000_back,train
2869,2869,currencyDataset/500_front/IMG20211228104029.jpg,500_front,train
2909,2909,currencyDataset/500_front/IMG20211228122229.jpg,500_front,train
225,225,currencyDataset/1000_back/IMG20220218160923.jpg,1000_back,train
3543,3543,currencyDataset/50_front/IMG20211228220738.jpg,50_front,train
1972,1972,currencyDataset/20_front/IMG20211230001526.jpg,20_front,train
2954,2954,currencyDataset/500_front/IMG20211228222752.jpg,500_front,train
857,857,currencyDataset/100_front/IMG20211229232636.jpg,100_front,train
2128,2128,currencyDataset/5000_back/IMG20211228013421.jpg,5000_back,train
1337,1337,currencyDataset/10_front/IMG20211228225827.jpg,10_front,train
3236,3236,currencyDataset/50_back/IMG20211228003733.jpg,50_back,train
1100,1100,currencyDataset/10_back/IMG20211228231116.jpg,10_back,train
1017,1017,currencyDataset/100_front/IMG20220218163946.jpg,100_front,train
3002,3002,currencyDataset/500_front/IMG20211228233321.jpg,500_front,train
743,743,currencyDataset/100_back/IMG20220218164253.jpg,100_back,train
543,543,currencyDataset/100_back/IMG20211229003055.jpg,100_back,train
1078,1078,currencyDataset/10_back/IMG20211228230352.jpg,10_back,train
3158,3158,currencyDataset/50_back/IMG20211228001313.jpg,50_back,train
1050,1050,currencyDataset/10_back/IMG20211228223843.jpg,10_back,train
2236,2236,currencyDataset/5000_back/IMG20220209122112.jpg,5000_back,train
3250,3250,currencyDataset/50_back/IMG20211228011849.jpg,50_back,train
3075,3075,currencyDataset/500_front/IMG20211229234534.jpg,500_front,train
1307,1307,currencyDataset/10_front/IMG20211228223327.jpg,10_front,train
1716,1716,currencyDataset/20_back/IMG20211230001808.jpg,20_back,train
1539,1539,currencyDataset/10_front/IMG20220215122359.jpg,10_front,train
1422,1422,currencyDataset/10_front/IMG20211229230540.jpg,10_front,train
763,763,currencyDataset/100_front/IMG20211228215631.jpg,100_front,train
3163,3163,currencyDataset/50_back/IMG20211228001346.jpg,50_back,train
3397,3397,currencyDataset/50_front/IMG20211228000033.jpg,50_front,train
2317,2317,currencyDataset/5000_back/IMG20220218163031.jpg,5000_back,train
2208,2208,currencyDataset/5000_back/IMG20220208015223.jpg,5000_back,train
1272,1272,currencyDataset/10_back/IMG20220215123010.jpg,10_back,train
1463,1463,currencyDataset/10_front/IMG20211230000312.jpg,10_front,train
1420,1420,currencyDataset/10_front/IMG20211229002121.jpg,10_front,train
3058,3058,currencyDataset/500_front/IMG20211229234423.jpg,500_front,train
3032,3032,currencyDataset/500_front/IMG20211229231736.jpg,500_front,train
626,626,currencyDataset/100_back/IMG20220209113006.jpg,100_back,train
1254,1254,currencyDataset/10_back/IMG20220215122713.jpg,10_back,train
3479,3479,currencyDataset/50_front/IMG20211228003301.jpg,50_front,train
3528,3528,currencyDataset/50_front/IMG20211228220601.jpg,50_front,train
2043,2043,currencyDataset/20_front/IMG20220215115820.jpg,20_front,train
2529,2529,currencyDataset/5000_front/IMG20220212170106.jpg,5000_front,train
1434,1434,currencyDataset/10_front/IMG20211229230746.jpg,10_front,train
481,481,currencyDataset/100_back/IMG20211228220303.jpg,100_back,train
2602,2602,currencyDataset/500_back/IMG20211228104829.jpg,500_back,train
17,17,currencyDataset/1000_back/IMG20211228225545.jpg,1000_back,train
331,331,currencyDataset/1000_front/IMG20211229233549.jpg,1000_front,train
1892,1892,currencyDataset/20_front/IMG20211228221526.jpg,20_front,train
691,691,currencyDataset/100_back/IMG20220215121516.jpg,100_back,train
2348,2348,currencyDataset/5000_front/IMG20211228012418.jpg,5000_front,train
21,21,currencyDataset/1000_back/IMG20211228225557.jpg,1000_back,train
1452,1452,currencyDataset/10_front/IMG20211230000208.jpg,10_front,train
1070,1070,currencyDataset/10_back/IMG20211228230322.jpg,10_back,train
3104,3104,currencyDataset/500_front/IMG20220218161724.jpg,500_front,train
639,639,currencyDataset/100_back/IMG20220209113156.jpg,100_back,train
3446,3446,currencyDataset/50_front/IMG20211228001950.jpg,50_front,train
1941,1941,currencyDataset/20_front/IMG20211229225852.jpg,20_front,train
77,77,currencyDataset/1000_back/IMG20211229001445.jpg,1000_back,train
2963,2963,currencyDataset/500_front/IMG20211228224356.jpg,500_front,train
52,52,currencyDataset/1000_back/IMG20211228231947.jpg,1000_back,train
1266,1266,currencyDataset/10_back/IMG20220215122744.jpg,10_back,train
2105,2105,currencyDataset/5000_back/IMG20211228013047.jpg,5000_back,train
2233,2233,currencyDataset/5000_back/IMG20220209122049.jpg,5000_back,train
1954,1954,currencyDataset/20_front/IMG20211229225941.jpg,20_front,train
212,212,currencyDataset/1000_back/IMG20220218160811.jpg,1000_back,train
1045,1045,currencyDataset/10_back/IMG20211228223823.jpg,10_back,train
2449,2449,currencyDataset/5000_front/IMG20220208014736.jpg,5000_front,train
3252,3252,currencyDataset/50_back/IMG20211228011908.jpg,50_back,train
591,591,currencyDataset/100_back/IMG20211230002901.jpg,100_back,train
1190,1190,currencyDataset/10_back/IMG20211230000831.jpg,10_back,train
2571,2571,currencyDataset/5000_front/IMG20220218162617.jpg,5000_front,train
2810,2810,currencyDataset/500_back/IMG20211229234923.jpg,500_back,train
373,373,currencyDataset/1000_front/IMG20211229235403.jpg,1000_front,train
1249,1249,currencyDataset/10_back/IMG20220215122625.jpg,10_back,train
903,903,currencyDataset/100_front/IMG20220209112449.jpg,100_front,train
347,347,currencyDataset/1000_front/IMG20211229233824.jpg,1000_front,train
2988,2988,currencyDataset/500_front/IMG20211228233209.jpg,500_front,train
2836,2836,currencyDataset/500_back/IMG20220218161959.jpg,500_back,train
651,651,currencyDataset/100_back/IMG20220212164000.jpg,100_back,train
2702,2702,currencyDataset/500_back/IMG20211228224716.jpg,500_back,train
2589,2589,currencyDataset/5000_front/IMG20220218162900.jpg,5000_front,train
2207,2207,currencyDataset/5000_back/IMG20220208015217.jpg,5000_back,train
3064,3064,currencyDataset/500_front/IMG20211229234451.jpg,500_front,train
3511,3511,currencyDataset/50_front/IMG20211228005228.jpg,50_front,train
843,843,currencyDataset/100_front/IMG20211229232454.jpg,100_front,train
3270,3270,currencyDataset/50_back/IMG20211228012042.jpg,50_back,train
1920,1920,currencyDataset/20_front/IMG20211228234059.jpg,20_front,train
1807,1807,currencyDataset/20_back/IMG20220218165147.jpg,20_back,train
163,163,currencyDataset/1000_back/IMG20220209115144.jpg,1000_back,train
573,573,currencyDataset/100_back/IMG20211229233022.jpg,100_back,train
1430,1430,currencyDataset/10_front/IMG20211229230701.jpg,10_front,train
1881,1881,currencyDataset/20_front/IMG20211228221415.jpg,20_front,train
3434,3434,currencyDataset/50_front/IMG20211228001807.jpg,50_front,train
3113,3113,currencyDataset/500_front/IMG20220218161808.jpg,500_front,train
489,489,currencyDataset/100_back/IMG20211228220349.jpg,100_back,train
3292,3292,currencyDataset/50_back/IMG20211228221026.jpg,50_back,train
1661,1661,currencyDataset/20_back/IMG20211229000557.jpg,20_back,train
3264,3264,currencyDataset/50_back/IMG20211228012013.jpg,50_back,train
2256,2256,currencyDataset/5000_back/IMG20220212170440.jpg,5000_back,train
2785,2785,currencyDataset/500_back/IMG20211229232224.jpg,500_back,train
2912,2912,currencyDataset/500_front/IMG20211228122256.jpg,500_front,train
1268,1268,currencyDataset/10_back/IMG20220215122958.jpg,10_back,train
2390,2390,currencyDataset/5000_front/IMG20211228013843.jpg,5000_front,train
275,275,currencyDataset/1000_front/IMG20211228231449.jpg,1000_front,train
2161,2161,currencyDataset/5000_back/IMG20211228234921.jpg,5000_back,train
1193,1193,currencyDataset/10_back/IMG20211230000847.jpg,10_back,train
2902,2902,currencyDataset/500_front/IMG20211228122046.jpg,500_front,train
2071,2071,currencyDataset/20_front/IMG20220218165029.jpg,20_front,train
633,633,currencyDataset/100_back/IMG20220209113108.jpg,100_back,train
1626,1626,currencyDataset/20_back/IMG20211228222055.jpg,20_back,train
2568,2568,currencyDataset/5000_front/IMG20220218162557.jpg,5000_front,train
965,965,currencyDataset/100_front/IMG20220215120657.jpg,100_front,train
2376,2376,currencyDataset/5000_front/IMG20211228013736.jpg,5000_front,train
69,69,currencyDataset/1000_back/IMG20211229001354.jpg,1000_back,train
3014,3014,currencyDataset/500_front/IMG20211228233421.jpg,500_front,train
3308,3308,currencyDataset/50_back/IMG20211228221141.jpg,50_back,train
946,946,currencyDataset/100_front/IMG20220212163721.jpg,100_front,train
2723,2723,currencyDataset/500_back/IMG20211228224838.jpg,500_back,train
1014,1014,currencyDataset/100_front/IMG20220218163925.jpg,100_front,train
28,28,currencyDataset/1000_back/IMG20211228225617.jpg,1000_back,train
968,968,currencyDataset/100_front/IMG20220215120709.jpg,100_front,train
1399,1399,currencyDataset/10_front/IMG20211229001914.jpg,10_front,train
2120,2120,currencyDataset/5000_back/IMG20211228013331.jpg,5000_back,train
734,734,currencyDataset/100_back/IMG20220218164207.jpg,100_back,train
2083,2083,currencyDataset/5000_back/IMG20211228012820.jpg,5000_back,train
904,904,currencyDataset/100_front/IMG20220209112455.jpg,100_front,train
800,800,currencyDataset/100_front/IMG20211228232623.jpg,100_front,train
1331,1331,currencyDataset/10_front/IMG20211228223516.jpg,10_front,train
628,628,currencyDataset/100_back/IMG20220209113023.jpg,100_back,train
1071,1071,currencyDataset/10_back/IMG20211228230326.jpg,10_back,train
2296,2296,currencyDataset/5000_back/IMG20220212171637.jpg,5000_back,train
3088,3088,currencyDataset/500_front/IMG20220218161605.jpg,500_front,train
472,472,currencyDataset/100_back/IMG20211228220203.jpg,100_back,train
589,589,currencyDataset/100_back/IMG20211229233143.jpg,100_back,train
1253,1253,currencyDataset/10_back/IMG20220215122711.jpg,10_back,train
2341,2341,currencyDataset/5000_front/IMG20211228012327.jpg,5000_front,train
1923,1923,currencyDataset/20_front/IMG20211228234114.jpg,20_front,train
2654,2654,currencyDataset/500_back/IMG20211228122801.jpg,500_back,train
204,204,currencyDataset/1000_back/IMG20220212173349.jpg,1000_back,train
1767,1767,currencyDataset/20_back/IMG20220215115901.jpg,20_back,train
2476,2476,currencyDataset/5000_front/IMG20220209121538.jpg,5000_front,train
2901,2901,currencyDataset/500_front/IMG20211228122043.jpg,500_front,train
418,418,currencyDataset/1000_front/IMG20220209114843.jpg,1000_front,train
1417,1417,currencyDataset/10_front/IMG20211229002106.jpg,10_front,train
3283,3283,currencyDataset/50_back/IMG20211228220931.jpg,50_back,train
787,787,currencyDataset/100_front/IMG20211228232512.jpg,100_front,train
3469,3469,currencyDataset/50_front/IMG20211228002715.jpg,50_front,train
1687,1687,currencyDataset/20_back/IMG20211229230139.jpg,20_back,train
2942,2942,currencyDataset/500_front/IMG20211228222638.jpg,500_front,train
1263,1263,currencyDataset/10_back/IMG20220215122739.jpg,10_back,train
1833,1833,currencyDataset/20_front/IMG20211228114842.jpg,20_front,train
2820,2820,currencyDataset/500_back/IMG20211229235009.jpg,500_back,train
2396,2396,currencyDataset/5000_front/IMG20211228013906.jpg,5000_front,train
2947,2947,currencyDataset/500_front/IMG20211228222707.jpg,500_front,train
3556,3556,currencyDataset/50_front/IMG20220209120131.jpg,50_front,train
3183,3183,currencyDataset/50_back/IMG20211228002203.jpg,50_back,train
2972,2972,currencyDataset/500_front/IMG20211228224454.jpg,500_front,train
280,280,currencyDataset/1000_front/IMG20211228231552.jpg,1000_front,train
3339,3339,currencyDataset/50_back/IMG20220209120846.jpg,50_back,train
297,297,currencyDataset/1000_front/IMG20211228232244.jpg,1000_front,train
1867,1867,currencyDataset/20_front/IMG20211228221311.jpg,20_front,train
1859,1859,currencyDataset/20_front/IMG20211228115305.jpg,20_front,train
1718,1718,currencyDataset/20_back/IMG20211230001815.jpg,20_back,train
422,422,currencyDataset/1000_front/IMG20220212173545.jpg,1000_front,train
1189,1189,currencyDataset/10_back/IMG20211230000820.jpg,10_back,train
2927,2927,currencyDataset/500_front/IMG20211228222433.jpg,500_front,train
2936,2936,currencyDataset/500_front/IMG20211228222537.jpg,500_front,train
2655,2655,currencyDataset/500_back/IMG20211228122803.jpg,500_back,train
1511,1511,currencyDataset/10_front/IMG20220209114037.jpg,10_front,train
2434,2434,currencyDataset/5000_front/IMG20211228234636.jpg,5000_front,train
2418,2418,currencyDataset/5000_front/IMG20211228234531.jpg,5000_front,train
530,530,currencyDataset/100_back/IMG20211229002950.jpg,100_back,train
1469,1469,currencyDataset/10_front/IMG20211230000428.jpg,10_front,train
912,912,currencyDataset/100_front/IMG20220209112657.jpg,100_front,train
2730,2730,currencyDataset/500_back/IMG20211228233554.jpg,500_back,train
2850,2850,currencyDataset/500_back/IMG20220218162101.jpg,500_back,train
291,291,currencyDataset/1000_front/IMG20211228231628.jpg,1000_front,train
126,126,currencyDataset/1000_back/IMG20211229235713.jpg,1000_back,train
1042,1042,currencyDataset/10_back/IMG20211228223809.jpg,10_back,train
1174,1174,currencyDataset/10_back/IMG20211229231228.jpg,10_back,train
1425,1425,currencyDataset/10_front/IMG20211229230619.jpg,10_front,train
574,574,currencyDataset/100_back/IMG20211229233025.jpg,100_back,train
2520,2520,currencyDataset/5000_front/IMG20220212170012.jpg,5000_front,train
1472,1472,currencyDataset/10_front/IMG20211230000440.jpg,10_front,train
2640,2640,currencyDataset/500_back/IMG20211228122659.jpg,500_back,train
1264,1264,currencyDataset/10_back/IMG20220215122741.jpg,10_back,train
3582,3582,currencyDataset/50_front/IMG20220212164609.jpg,50_front,train
3487,3487,currencyDataset/50_front/IMG20211228003349.jpg,50_front,train
1316,1316,currencyDataset/10_front/IMG20211228223426.jpg,10_front,train
2545,2545,currencyDataset/5000_front/IMG20220212172132.jpg,5000_front,train
804,804,currencyDataset/100_front/IMG20211228232638.jpg,100_front,train
1124,1124,currencyDataset/10_back/IMG20211229002251.jpg,10_back,train
494,494,currencyDataset/100_back/IMG20211228220421.jpg,100_back,train
1006,1006,currencyDataset/100_front/IMG20220218163859.jpg,100_front,train
2444,2444,currencyDataset/5000_front/IMG20220208014708.jpg,5000_front,train
3313,3313,currencyDataset/50_back/IMG20220209120558.jpg,50_back,train
2554,2554,currencyDataset/5000_front/IMG20220212172300.jpg,5000_front,train
1735,1735,currencyDataset/20_back/IMG20211230001947.jpg,20_back,train
1681,1681,currencyDataset/20_back/IMG20211229230119.jpg,20_back,train
886,886,currencyDataset/100_front/IMG20211230002658.jpg,100_front,train
2330,2330,currencyDataset/5000_back/IMG20220218163142.jpg,5000_back,train
2443,2443,currencyDataset/5000_front/IMG20220208014704.jpg,5000_front,train
1444,1444,currencyDataset/10_front/IMG20211229230845.jpg,10_front,train
256,256,currencyDataset/1000_front/IMG20211228225245.jpg,1000_front,train
2162,2162,currencyDataset/5000_back/IMG20211228234925.jpg,5000_back,train
1593,1593,currencyDataset/20_back/IMG20211228115747.jpg,20_back,train
3557,3557,currencyDataset/50_front/IMG20220209120137.jpg,50_front,train
2566,2566,currencyDataset/5000_front/IMG20220218162551.jpg,5000_front,train
1753,1753,currencyDataset/20_back/IMG20220212163145.jpg,20_back,train
317,317,currencyDataset/1000_front/IMG20211229001135.jpg,1000_front,train
3329,3329,currencyDataset/50_back/IMG20220209120728.jpg,50_back,train
3100,3100,currencyDataset/500_front/IMG20220218161710.jpg,500_front,train
1574,1574,currencyDataset/20_back/IMG20211228115605.jpg,20_back,train
1751,1751,currencyDataset/20_back/IMG20220212163141.jpg,20_back,train
584,584,currencyDataset/100_back/IMG20211229233100.jpg,100_back,train
